person_id,leuven_id,person_name
18321383,26842439,KONINKLIJKE PHILIPS ELECTRONICS N. V
18321385,26842439,KONINKLIJKE PHILIPS ELECTRONICS N. V.
18321386,26842439,KONINKLIJKE PHILIPS ELECTRONICS N. V.
18321387,26842439,KONINKLIJKE PHILIPS ELECTRONICS N. V.
18321388,26842439,KONINKLIJKE PHILIPS ELECTRONICS N. V.
18321391,26842439,KONINKLIJKE PHILIPS ELECTRONICS N V
18321392,26842439,KONINKLIJKE PHILIPS ELECTRONICS N V
18321393,26842439,KONINKLIJKE PHILIPS ELECTRONICS N V.
18321394,26842439,"Koninklijke Philips Electronics, N. V."
18321395,26842439,"Koninklijke Philips Electronics, N. V."
18321396,26842439,"Koninklijke Philips Electronics, N. V."
18321398,26842439,Koninklijke Philips Electronics N. V.
18321399,26842439,Koninklijke Philips Electronics N. V.
18321400,26842439,Koninklijke Philips Electronics N. V.
18321401,26842439,Koninklijke Philips Electronics N. V.
18321402,26842439,Koninklijke Philips Electronics N. V.
18321403,26842439,Koninklijke Philips Electronics N. V.
18321406,26842439,Koninklijke Philips Electronics N V
18321407,26842439,Koninklijke Philips Electronics N V
18321408,26842439,Koninklijke Philips electronics N. V.
18321409,26842439,koninklijke Philips Electronics N. V.
18321411,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N V., EINDHOVEN"
18321416,26842439,Koninklijke Philips Electronics N.C.
18321421,26842439,"KONIN-KLIJKE PHILIPS ELECTRONICS, N.V."
18321422,26842439,"KONINKLIJKE, PHILIPS ELECTRONICS N.V."
18321423,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V"
18321424,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V"
18321429,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321430,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321431,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321432,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321433,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321434,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321435,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321436,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321437,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321438,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321439,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321440,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321441,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321442,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321443,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321444,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321445,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321446,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321447,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321448,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321449,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321450,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321451,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321452,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, N.V."
18321455,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, NV"
18321456,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, NV"
18321457,26842439,KONINKLIJKE PHILIPS ELECTRONICS. N.V.
18321458,26842439,KONINKLIJKE PHILIPS ELECTRONICS. N.V.
18321459,26842439,"KONINKLIJKE PHILIPS ELECTRONICS ,N.V."
18321460,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N,V,"
18321462,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V
18321463,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V
18321464,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V
18321466,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N.V,"
18321468,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V-
18321482,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321483,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321484,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321485,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321486,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321487,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321488,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321489,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321490,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321491,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321492,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321493,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321494,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321495,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321496,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321497,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321498,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321499,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321500,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321501,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321502,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321503,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321504,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321505,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321506,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321507,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321508,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321509,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321510,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321511,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321512,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321513,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321514,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321515,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321516,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321517,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321518,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321519,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321520,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321521,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321522,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321523,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321524,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321525,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321526,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321527,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321528,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321529,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321530,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321531,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321532,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321533,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321534,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321535,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321536,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321537,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321538,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321539,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321540,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321541,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321542,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321543,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321544,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321545,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321546,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321547,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321548,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321549,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321550,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321551,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321552,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.
18321557,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N.V.,"
18321559,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N.V.,"
18321560,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N.V.,"
18321563,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N.V.,"
18321564,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N.V.,,"
18321565,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N.V.,,"
18321566,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N.V.,,"
18321568,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V.````
18321572,26842439,KONINKLIJKE PHILIPS ELECTRONICS NV
18321573,26842439,KONINKLIJKE PHILIPS ELECTRONICS NV
18321574,26842439,KONINKLIJKE PHILIPS ELECTRONICS NV
18321575,26842439,KONINKLIJKE PHILIPS ELECTRONICS NV
18321576,26842439,KONINKLIJKE PHILIPS ELECTRONICS NV
18321577,26842439,KONINKLIJKE PHILIPS ELECTRONICS NV
18321578,26842439,KONINKLIJKE PHILIPS ELECTRONICS NV.
18321580,26842439,"Koninklijke, Philips Electronics N.V."
18321581,26842439,Koninklijke PHilips Electronics N.V.
18321582,26842439,"Koninklijke Philips Electronics, N.V"
18321583,26842439,"Koninklijke Philips Electronics, N.V"
18321584,26842439,"Koninklijke Philips Electronics, N.V"
18321585,26842439,"Koninklijke Philips Electronics, N.V,"
18321587,26842439,"Koninklijke Philips Electronics, N.V."
18321588,26842439,"Koninklijke Philips Electronics, N.V."
18321589,26842439,"Koninklijke Philips Electronics, N.V."
18321590,26842439,"Koninklijke Philips Electronics, N.V."
18321591,26842439,"Koninklijke Philips Electronics, N.V."
18321592,26842439,"Koninklijke Philips Electronics, N.V."
18321593,26842439,"Koninklijke Philips Electronics, N.V."
18321594,26842439,"Koninklijke Philips Electronics, N.V."
18321595,26842439,"Koninklijke Philips Electronics, N.V."
18321596,26842439,"Koninklijke Philips Electronics, N.V."
18321597,26842439,"Koninklijke Philips Electronics, N.V."
18321598,26842439,"Koninklijke Philips Electronics, N.V."
18321599,26842439,"Koninklijke Philips Electronics, N.V."
18321600,26842439,"Koninklijke Philips Electronics, N.V."
18321601,26842439,"Koninklijke Philips Electronics, N.V."
18321602,26842439,"Koninklijke Philips Electronics, N.V."
18321603,26842439,"Koninklijke Philips Electronics, N.V."
18321604,26842439,"Koninklijke Philips Electronics, N.V."
18321605,26842439,"Koninklijke Philips Electronics, N.V."
18321606,26842439,"Koninklijke Philips Electronics, N.V."
18321607,26842439,"Koninklijke Philips Electronics, N.V."
18321608,26842439,"Koninklijke Philips Electronics, NV"
18321609,26842439,"Koninklijke Philips Electronics, NV"
18321610,26842439,"Koninklijke Philips Electronics., N.V."
18321611,26842439,"Koninklijke Philips Electronics., N.V."
18321612,26842439,Koninklijke Philips Electronics. N.V.
18321613,26842439,Koninklijke Philips Electronics. N.V.
18321615,26842439,Koninklijke Philips Electronics N.V
18321616,26842439,Koninklijke Philips Electronics N.V
18321617,26842439,"Koninklijke Philips Electronics N.V,"
18321618,26842439,"Koninklijke Philips Electronics N.V,"
18321623,26842439,Koninklijke Philips Electronics N.V.
18321624,26842439,Koninklijke Philips Electronics N.V.
18321625,26842439,Koninklijke Philips Electronics N.V.
18321626,26842439,Koninklijke Philips Electronics N.V.
18321627,26842439,Koninklijke Philips Electronics N.V.
18321628,26842439,Koninklijke Philips Electronics N.V.
18321629,26842439,Koninklijke Philips Electronics N.V.
18321630,26842439,Koninklijke Philips Electronics N.V.
18321631,26842439,Koninklijke Philips Electronics N.V.
18321632,26842439,Koninklijke Philips Electronics N.V.
18321633,26842439,Koninklijke Philips Electronics N.V.
18321634,26842439,Koninklijke Philips Electronics N.V.
18321635,26842439,Koninklijke Philips Electronics N.V.
18321636,26842439,Koninklijke Philips Electronics N.V.
18321637,26842439,Koninklijke Philips Electronics N.V.
18321638,26842439,Koninklijke Philips Electronics N.V.
18321639,26842439,Koninklijke Philips Electronics N.V.
18321640,26842439,Koninklijke Philips Electronics N.V.
18321641,26842439,Koninklijke Philips Electronics N.V.
18321642,26842439,Koninklijke Philips Electronics N.V.
18321643,26842439,Koninklijke Philips Electronics N.V.
18321644,26842439,Koninklijke Philips Electronics N.V.
18321645,26842439,Koninklijke Philips Electronics N.V.
18321646,26842439,Koninklijke Philips Electronics N.V.
18321647,26842439,Koninklijke Philips Electronics N.V.
18321648,26842439,Koninklijke Philips Electronics N.V.
18321649,26842439,Koninklijke Philips Electronics N.V.
18321650,26842439,Koninklijke Philips Electronics N.V.
18321651,26842439,Koninklijke Philips Electronics N.V.
18321652,26842439,Koninklijke Philips Electronics N.V.
18321653,26842439,Koninklijke Philips Electronics N.V.
18321654,26842439,Koninklijke Philips Electronics N.V.
18321655,26842439,Koninklijke Philips Electronics N.V.
18321656,26842439,Koninklijke Philips Electronics N.V.
18321657,26842439,Koninklijke Philips Electronics N.V.
18321658,26842439,Koninklijke Philips Electronics N.V.
18321659,26842439,Koninklijke Philips Electronics N.V.
18321660,26842439,Koninklijke Philips Electronics N.V.
18321661,26842439,Koninklijke Philips Electronics N.V.
18321662,26842439,Koninklijke Philips Electronics N.V.
18321663,26842439,Koninklijke Philips Electronics N.V.
18321664,26842439,Koninklijke Philips Electronics N.V.
18321665,26842439,Koninklijke Philips Electronics N.V.
18321666,26842439,Koninklijke Philips Electronics N.V.
18321667,26842439,Koninklijke Philips Electronics N.V.
18321668,26842439,Koninklijke Philips Electronics N.V.
18321669,26842439,Koninklijke Philips Electronics N.V.
18321670,26842439,Koninklijke Philips Electronics N.V.
18321671,26842439,Koninklijke Philips Electronics N.V.
18321672,26842439,Koninklijke Philips Electronics N.V.
18321673,26842439,Koninklijke Philips Electronics N.V.
18321674,26842439,Koninklijke Philips Electronics N.V.
18321675,26842439,Koninklijke Philips Electronics N.V.
18321676,26842439,Koninklijke Philips Electronics N.V.
18321677,26842439,Koninklijke Philips Electronics N.V.
18321678,26842439,Koninklijke Philips Electronics N.V.
18321679,26842439,Koninklijke Philips Electronics N.V.
18321680,26842439,Koninklijke Philips Electronics N.V.
18321681,26842439,Koninklijke Philips Electronics N.V.
18321682,26842439,Koninklijke Philips Electronics N.V.
18321683,26842439,Koninklijke Philips Electronics N.V.
18321684,26842439,Koninklijke Philips Electronics N.V.
18321685,26842439,Koninklijke Philips Electronics N.V.
18321686,26842439,Koninklijke Philips Electronics N.V.
18321687,26842439,Koninklijke Philips Electronics N.V.
18321688,26842439,Koninklijke Philips Electronics N.V.
18321689,26842439,Koninklijke Philips Electronics N.V.
18321690,26842439,Koninklijke Philips Electronics N.V.
18321691,26842439,Koninklijke Philips Electronics N.V.
18321692,26842439,Koninklijke Philips Electronics N.V.
18321693,26842439,Koninklijke Philips Electronics N.V.
18321694,26842439,Koninklijke Philips Electronics N.V.
18321695,26842439,Koninklijke Philips Electronics N.V.
18321696,26842439,Koninklijke Philips Electronics N.V.
18321697,26842439,Koninklijke Philips Electronics N.V.
18321698,26842439,Koninklijke Philips Electronics N.V.
18321699,26842439,Koninklijke Philips Electronics N.V.
18321707,26842439,"Koninklijke Philips Electronics N.V.,"
18321708,26842439,Koninklijke Philips Electronics N.v.
18321709,26842439,Koninklijke Philips Electronics N.v.
18321710,26842439,Koninklijke Philips Electronics NV
18321711,26842439,Koninklijke Philips Electronics NV
18321712,26842439,Koninklijke Philips Electronics NV
18321713,26842439,Koninklijke Philips electronics N.V.
18321714,26842439,Koninklijke Philips electronics N.V.
18321716,26842439,kONINKLIJKE PHILIPS ELECTRONICS N.V.
18321720,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V .
18321730,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N.V., EINDHOVEN"
18321731,26842439,"KONINKLIJKE PHILIPS ELECTRONICS NV., EINDHOVEN"
18321733,26842439,"KONINKLIJKE PHILIPS ELECTRONICS N.V., EINDHOVEN, NL"
18321737,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V. GROENEWOUDSEWEG 1
18321738,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V. GROENEWOUDSEWEG 1
18321739,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V. GROENEWOUDSEWEG 1
18321740,26842439,KONINKLIJKE PHILIPS ELECTRONICS N.V. GROENEWOUDSEWEG 1
18321741,26842439,"Koninklijke Philips Electronics, N.V. Groenewoudseweg 1"
18321742,26842439,Koninklijke Philips Electronics N.V. Groenewoudseweg 1
18321745,26842439,KoninKlijke Philips Electronics N.V. (KPENV)
18321746,26842439,Koninklijke Philips Electronics N.V. (KPENV)
18321747,26842439,Koninklijke Philips Electronics N.V. (KPENV)
18321748,26842439,Koninklijke Philips Electronics N.V. (KPENV)
18321760,26842439,KONINKLIJKE PHILIPS ELECTRONICSN.V.
18321761,26842439,"Koninklijke Philips Electronics,N.V."
18321766,26842439,KONINKLIJKE PHILIPS ELECTRONIS N.V.
18321767,26842439,KONINKLIJKE PHILIPS ELECTRONIS N.V.
18321768,26842439,Koninklijke Philips Electronis N.V.
18321786,26842439,KONINKLIJKE PHILIPS ELETRONICS N. V.
18321787,26842439,KONINKLIJKE PHILIPS ELETRONICS N.V
18321788,26842439,KONINKLIJKE PHILIPS ELETRONICS N.V.
18321789,26842439,KONINKLIJKE PHILIPS ELETRONICS N.V.
18321791,26842439,Koninklijke Philips Eletronics N.V.
18321798,26842439,KONINKLIJKE PHILIPS N.V.
18321799,26842439,"Koninklijke Philips, N.V."
18321800,26842439,Koninklijke Philips N.V.
18321801,26842439,koninklijke Philips N.V.
18321804,26842439,Koninklijke PhilipsElectronics N.V.
18321811,26842439,"Koninklijke Phillips Electronic, N.V."
18321812,26842439,Koninklijke Phillips Electronic N.V.
18321813,26842439,Koninklijke Phillips Electronic N.V.
18321814,26842439,Koninklijke Phillips Electronics
18321815,26842439,Koninklijke Phillips Electronics  N.V.
18321816,26842439,KONINKLIJKE PHILLIPS ELECTRONICS N. V.
18321820,26842439,"KONINKLIJKE PHILLIPS ELECTRONICS, N.V."
18321821,26842439,"KONINKLIJKE PHILLIPS ELECTRONICS, N.V."
18321823,26842439,KONINKLIJKE PHILLIPS ELECTRONICS N.V.
18321824,26842439,KONINKLIJKE PHILLIPS ELECTRONICS N.V.
18321825,26842439,KONINKLIJKE PHILLIPS ELECTRONICS N.V.
18321827,26842439,"Koninklijke Phillips Electronics, N.V."
18321828,26842439,"Koninklijke Phillips Electronics, N.V."
18321829,26842439,"Koninklijke Phillips Electronics, NV"
18321832,26842439,Koninklijke Phillips Electronics N.V.
18321833,26842439,Koninklijke Phillips Electronics N.V.
18321834,26842439,Koninklijke Phillips Electronics N.V.
18321835,26842439,Koninklijke Phillips Electronics N.V.
18321836,26842439,Koninklijke Phillips Electronics N.V.
18321837,26842439,Koninklijke Phillips Electronics N.V.
18321838,26842439,Koninklijke Phillips Electronics N.V.
18321840,26842439,Koninklijke Phillips electronics N.V.
18321855,26842439,KONINKLIJKE PHILPS ELECTRONICS N. V.
18321856,26842439,Koninklijke Philps Electronics N. V.
18321857,26842439,"KONINKLIJKE PHILPS ELECTRONICS, N.V."
18321858,26842439,KONINKLIJKE PHILPS ELECTRONICS N.V.
18321859,26842439,KONINKLIJKE PHILPS ELECTRONICS N.V.
18321861,26842439,Koninklijke Philps Electronics N.V.
18321862,26842439,Koninklijke Philps Electronics N.V.
18322153,26842439,KONINKLIJKE-PHILIPS ELECTRONICS N.V.
18322154,26842439,KoninklijkePhilips ElectronicsN. V.
18322172,26842439,KONINKLIKE PHILIPS ELECTRONICS
18322173,26842439,Koninklike Philips Electronics
18322174,26842439,KONINKLIKE PHILIPS ELECTRONICS N. V.
18322176,26842439,"KONINKLIKE PHILIPS ELECTRONICS, N.V."
18322177,26842439,KONINKLIKE PHILIPS ELECTRONICS N.V
18322178,26842439,"KONINKLIKE PHILIPS ELECTRONICS N.V,"
18322180,26842439,KONINKLIKE PHILIPS ELECTRONICS N.V.
18322181,26842439,KONINKLIKE PHILIPS ELECTRONICS N.V.
18322182,26842439,KONINKLIKE PHILIPS ELECTRONICS N.V.
18322183,26842439,KONINKLIKE PHILIPS ELECTRONICS N.V.
18322184,26842439,"Koninklike Philips Electronics, N.V."
18322185,26842439,"Koninklike Philips Electronics, N.V."
18322186,26842439,Koninklike Philips Electronics N.V.
18322187,26842439,Koninklike Philips Electronics N.V.
18322225,26842439,KONINKLLIJKE PHILIPS ELECTRONICS N.V.
18322226,26842439,KONINKLLIJKE PHILIPS ELECTRONICS N.V.
18322227,26842439,"Koninkllijke Philips Electronics, N.V."
18322228,26842439,Koninkllijke Philips Electronics N.V.
18322243,26842439,Koninkluke Philips Electronics N.V.
18322280,26842439,KONINLIJKE PHILIPS ELECTRONICS N. V.
18322283,26842439,KONINLIJKE PHILIPS ELECTRONICS N.V.
18322284,26842439,KONINLIJKE PHILIPS ELECTRONICS N.V.
18322285,26842439,KONINLIJKE PHILIPS ELECTRONICS N.V.
18322287,26842439,KONINLIJKE PHILIPS ELECTRONICS NV
18322288,26842439,"Koninlijke Philips Electronics, N.V."
18322290,26842439,Koninlijke Philips Electronics N.V.
21049330,21081887,MAASLAND N
21049334,21081887,MAASLAND N.V.
21049335,21081887,MAASLAND N.V.
21049336,21081887,MAASLAND N.V.
21049337,21081887,MAASLAND N.V.
21049338,21081887,MAASLAND N.V.
21049339,21081887,MAASLAND N.V.
21049340,21081887,MAASLAND N.V.
21049342,21081887,MAASLAND NV
21049343,21081887,"Maasland, N..V."
21049344,21081887,"Maasland, N.V."
21049345,21081887,"Maasland, N.V."
21049346,21081887,"Maasland N,V,"
21049347,21081887,"Maasland N,V."
21049348,21081887,Maasland N.V.
21049349,21081887,Maasland N.V.
21049350,21081887,Maasland N.V.
21049351,21081887,Maasland N.V.
21049352,21081887,Maasland N.V.
21049353,21081887,Maasland N.V.
21049354,21081887,Maasland N.V.
21049355,21081887,Maasland NV
21049358,21081887,Maasland N.V. a Dutch Limited Co
21049368,21081887,"MAASLAND N.V., MAASLAND"
21049369,21081887,"MAASLAND N.V., MAASLAND, NL"
21049370,21081887,"MAASLAND N.V., MAASSLUIS"
21646055,21676388,MARS B.V.
21646057,21676388,Mars B.V.
21646058,21676388,Mars B.V.
21646059,21676388,Mars B.V.
21852158,21882473,MASSACHUSSETS INSTITUTE OF TECHNOLOGY
22023667,22052971,MATTEL EUROPA B.V.
22023668,22052971,Mattel Europa B.V.
22023669,22052971,Mattel Europa B.V.
22368399,22394705,Medtronic Inc.
22516688,22542997,MERCK PATENT GMBH
22516928,22543700,Merck Sharp & Dohme B.V.
22517001,22543700,MERCK SHARP & DOHME B.V.
22597458,22624766,METTLER TOLEDO BV
22597678,22624766,METTLER-TOLEDO B.V.
22597679,22624766,METTLER-TOLEDO B.V.
22597680,22624766,METTLER-TOLEDO B.V.
22849133,22875399,MILLENNIUM PHARMACEUTICALS INC.
23053130,23078367,MITSUBISHI ELECTRIC CORPORATION
23912038,25051650,N. V. NUTRICIA
23912039,25051650,N. V. NUTRICIA
23912041,25051650,N. V. Nutricia
23912042,25051650,N. V. Nutricia
23912043,25051650,N. V. Nutricia
23912230,26842439,"N. V. PHILIPS ELECTRONIC CO., LTD."
23912260,26842439,N V PHILIPS' GLOEILAMPEN FABRIEKEN
23912299,26842439,N. V. PHILIPS' GLOEILAMPENFABRIEKEN
23912300,26842439,N. V. PHILIPS' GLOEILAMPENFABRIEKEN
23912312,26842439,N. V. PHILIPS GLOEILAMPENFABRIEKEN
23912313,26842439,N. V. Philips' Gloeilampenfabrieken
23912318,26842439,N .V. PHILIPS' GLOEILAMPENFABRIEKEN
23912321,26842439,N V PHILIP'S GLOEILAMPENFABRIEKEN
23912323,26842439,N V PHILIPS' GLOEILAMPENFABRIEKEN
23912346,26842439,"N. V. PHILIPS' GLOEILAMPENFABRIEKEN,NL"
23912354,26842439,N. V. PHILIPS' GLOEILAMPENFABRIKEN
23912376,26842439,N. V. PHILIPS GLOEILAMPHEN FABRIEKEN
23912436,26842439,N. V. PHILIPS'GLOEILAMPENFABRIEKEN
23912496,26842439,N. V. PHILLIPS' GLOEILAMPENFABRIEKEN
23913263,26842439,N. V.PHILIPS' GLOEILAMPENFABRIEKEN
23918895,7650783,Naamloze Vennootschap DSM
23918993,25051650,"NAAMLOZE VENNOOTSCHAP NUTRICIA, ZOETERMEER"
23918994,25051650,"NAAMLOZE VENNOOTSCHAP NUTRICIA, ZOETERMEER, NL"
24780653,26842439,NKL PHILIPS ELECTRONICS NV
24838269,24869999,Nokia Corporation
24954687,24986772,NOVARTIS AG
25025879,25051650,NUTRICIA N. V.
25025880,25051650,"NUTRICIA, N.V."
25025882,25051650,NUTRICIA N.V.
25025884,25051650,NUTRICIA NV
25025885,25051650,Nutricia N.V.
25025886,25051650,Nutricia N.V.
25025887,25051650,Nutricia N.V.
25032577,25051650,N.V. NUTRICIA
25032578,25051650,N.V. NUTRICIA
25032579,25051650,N.V. NUTRICIA
25032580,25051650,N.V. NUTRICIA
25032581,25051650,N.V. NUTRICIA
25032582,25051650,N.V. NUTRICIA
25032583,25051650,N.V. NUTRICIA
25032584,25051650,N.V. NUTRICIA
25032585,25051650,N.V. NUTRICIA
25032586,25051650,N.V. NUTRICIA
25032588,25051650,N.V. Nutricia
25032589,25051650,N.V. Nutricia
25032590,25051650,N.V. Nutricia
25032591,25051650,N.V. Nutricia
25032592,25051650,N.V. Nutricia
25032593,25051650,N.V. Nutricia
25032594,25051650,N.V. Nutricia
25032595,25051650,N.V. Nutricia
25032596,25051650,N.V. Nutricia
25032597,25051650,N.V. Nutricia
25032598,25051650,N.V. Nutricia
25032599,25051650,N.V. Nutricia
25032600,25051650,N.V. Nutricia
25032601,25051650,N.V. Nutricia
25032602,25051650,N.V. Nutricia
25032603,25051650,N.V. Nutricia
25032604,25051650,N.V. Nutricia
25032605,25051650,N.V. Nutricia
25032606,25051650,N.V. Nutricia
25032607,25051650,N.V. Nutricia
25032609,25051650,N.V NUTRICIA
25032610,25051650,N.V NUTRICIA.
25032611,25051650,N.V Nutricia
25032614,25051650,NV NUTRICIA
25032615,25051650,NV NUTRICIA.
25032618,25051650,"N.V. NUTRICIA, ZOETERMEER"
25032619,25051650,"N.V. NUTRICIA, ZOETERMEER, NL"
25032920,26842439,"N.V. PHILIPS CO., LTD."
25032933,26842439,N.V. PHILIPS ELECTRONICS
